نام فایل,ستون انتخابی,نوع محتوای تشخیص‌داده‌شده,مسیر تشخیص,درجه اطمینان,نوع محتوا فایل,توضیح
data/codal_attachments/codal/سفارس/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,سفارس: دوره منتهی به 1405/02/31 در مقابل 1404/02/31
data/codal_attachments/codal/فارس/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,فارس: دوره منتهی به 1405/02/31 در مقابل 1404/02/31
data/codal_attachments/codal/وبهمن/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,وبهمن: دوره منتهی به 1405/03/31 در مقابل 1404/03/31
data/codal_attachments/codal/وکار/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,وکار: دوره منتهی به 1404/12/29 در مقابل 1403/12/30
data/codal_attachments/codal/وگنجینه ایرانیان/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,وگنجینه ایرانیان: دوره منتهی به 1405/03/31 در مقابل 1404/03/31
data/codal_attachments/codal/پارسان/ن-۱۰_excel.xlsx,درآمد عملیاتی/سود ناخالص/عملیاتی/خالص/EPS/دارایی/بدهی/حقوق مالکانه,صورت سودوزیان و ترازنامه,نام‌محور,بالا,صورت مالی میان‌دوره/سالیانه,پارسان: دوره منتهی به 1404/12/29 در مقابل 1403/12/30
codal/آواک/ن-۲۶_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,شفاف سازی در خصوص شایعه، خبر یا گزارش منتشر شده به استناد ما
codal/خاذین/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/خاذین/ن-۳۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/دزاگرس/ن-۴۲_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/سخزر/ن-۳۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/سفارس/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/شبهرن/ن-۵۲_html.html,اسامی سهامداران/تعداد سهام/درصد مالکیت,سود تقسیمی/مجامع,نام‌محور,متوسط,اطلاعیه کدال,تصمیمات مجمع عمومی عادی سالیانه صاحبان سهام برای سال (دوره) 
codal/شلیا/ن-۲۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/فارس/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/فیروزا/2_html.html,متن اظهارنظر,سود تقسیمی/مجامع,نام‌محور,متوسط,اطلاعیه کدال,آگهی دعوت به مجمع صندوق سرمایه گذاری زمان و محل برگزاری مجمع
codal/قیستو/ن-۸۵_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/نگین/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/هلد پایندگان/ن-۳۱_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/وبهمن/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/وتوشه/ن-۵۱_html.html,اسامی سهامداران/تعداد سهام/درصد مالکیت,سود تقسیمی/مجامع,نام‌محور,متوسط,اطلاعیه کدال,خلاصه تصمیمات مجمع عمومي عادي بطور فوق العاده صاحبان سهام بر
codal/وپسا/ن-۵۲_html.html,اسامی سهامداران/تعداد سهام/درصد مالکیت,سود تقسیمی/مجامع,نام‌محور,متوسط,اطلاعیه کدال,تصمیمات مجمع عمومی عادی سالیانه صاحبان سهام برای سال (دوره) 
codal/وکار/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/وکار/ن-۱۱_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/وگنجینه ایرانیان/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/پارسان/ن-۱۰_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/پاکشو/ن-۴۲_html.html,متن اظهارنظر,حسابرسی,نام‌محور,متوسط,اطلاعیه کدال,
codal/خاذین/ن-۳۰_excel.xlsx,نام محصول/تعداد فروش/مبلغ فروش,گزارش فعالیت ماهانه,نام‌محور,بالا,فعالیت ماهانه,مجموع فروش استخراج نشد
codal/سخزر/ن-۳۰_excel.xlsx,نام محصول/تعداد فروش/مبلغ فروش,گزارش فعالیت ماهانه,نام‌محور,بالا,فعالیت ماهانه,مجموع فروش استخراج نشد
codal/هلد پایندگان/ن-۳۱_excel.xlsx,نام شرکت/تعداد سهام/بهای تمام شده/ارزش بازار,داده پرتفوی هلدینگ,نام‌محور,بالا,پرتفوی هلدینگ,14 شرکت پرتفویی
